# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  162       6.404275625722e-10       1.365757844714e-13      -6.027985635956e-12       1.132390453519e-15       2.672460169173e-12       4.993838590137e-13      -3.138315185163e-15 
  163       6.444381104120e-10       1.353359730771e-13      -5.991164341649e-12       1.147901355905e-15       2.624940362485e-12       4.922889168687e-13      -3.070810082409e-15 
  164       6.484071357769e-10       1.340608185983e-13      -5.950726804947e-12       1.163545937662e-15       2.578568964406e-12       4.853231282332e-13      -3.003445295027e-15 
  165       6.523332934511e-10       1.327529295191e-13      -5.906654756210e-12       1.179324255142e-15       2.533307410102e-12       4.784894233360e-13      -2.936419880341e-15 
  166       6.562152079732e-10       1.314150378944e-13      -5.858932037222e-12       1.195236337005e-15       2.489112254040e-12       4.717904643687e-13      -2.869940363985e-15 
  167       6.600514731432e-10       1.300500010365e-13      -5.807544641956e-12       1.211282183732e-15       2.445935076974e-12       4.652286386652e-13      -2.804220835611e-15 
  168       6.638406515302e-10       1.286608032019e-13      -5.752480757343e-12       1.227461767142e-15       2.403722392922e-12       4.588060518825e-13      -2.739483044603e-15 
  169       6.675812739794e-10       1.272505572778e-13      -5.693730804038e-12       1.243775029904e-15       2.362415556152e-12       4.525245211803e-13      -2.675956495786e-15 
  170       6.712718391191e-10       1.258225064687e-13      -5.631287477193e-12       1.260221885050e-15       2.321950668162e-12       4.463855684012e-13      -2.613878545140e-15 
  171       6.749109115890e-10       1.243799272168e-13      -5.565145046315e-12       1.276802191170e-15       2.282271506285e-12       4.403899779088e-13      -2.553443638549e-15 
  172       6.784974269460e-10       1.229258253486e-13      -5.495297104007e-12       1.293515676693e-15       2.243369713935e-12       4.345364430067e-13      -2.494646078073e-15 
  173       6.820304113558e-10       1.214632177068e-13      -5.421738706769e-12       1.310362008330e-15       2.205247798825e-12       4.288227930626e-13      -2.437424267724e-15 
  174       6.855088850711e-10       1.199952299097e-13      -5.344467136454e-12       1.327340814244e-15       2.167906373398e-12       4.232464101593e-13      -2.381710279383e-15 
  175       6.889318623421e-10       1.185250976351e-13      -5.263481938025e-12       1.344451683469e-15       2.131344114938e-12       4.178042204990e-13      -2.327429741015e-15 
  176       6.922983513261e-10       1.170561679034e-13      -5.178784957290e-12       1.361694165322e-15       2.095557725679e-12       4.124926858070e-13      -2.274501724886e-15 
  177       6.956073539979e-10       1.155919003620e-13      -5.090380378651e-12       1.379067768817e-15       2.060541892915e-12       4.073077947358e-13      -2.222838635782e-15 
  178       6.988578660594e-10       1.141358685682e-13      -4.998274762851e-12       1.396571962082e-15       2.026289249109e-12       4.022450542690e-13      -2.172346099221e-15 
  179       7.020488768500e-10       1.126917612734e-13      -4.902477084714e-12       1.414206171769e-15       1.992790332005e-12       3.972994811248e-13      -2.122922849676e-15 
  180       7.051793692564e-10       1.112633837065e-13      -4.802998770892e-12       1.431969782474e-15       1.960033544736e-12       3.924655931607e-13      -2.074460618786e-15 
  181       7.082483196226e-10       1.098546588574e-13      -4.699853737611e-12       1.449862136151e-15       1.928005115937e-12       3.877374007765e-13      -2.026844023575e-15 
  182       7.112546976601e-10       1.084696287608e-13      -4.593058428415e-12       1.467882531521e-15       1.896689059849e-12       3.831083983191e-13      -1.979950454669e-15 
  183       7.141974663578e-10       1.071124557799e-13      -4.482631851909e-12       1.486030223494e-15       1.866067136435e-12       3.785715554857e-13      -1.933649964513e-15 
  184       7.170755818919e-10       1.057874238899e-13      -4.368595619507e-12       1.504304422578e-15       1.836118811486e-12       3.741193087282e-13      -1.887805155586e-15 
  185       7.198879935362e-10       1.044989399616e-13      -4.250973983175e-12       1.522704294298e-15       1.806821216736e-12       3.697435526569e-13      -1.842271068619e-15 
  186       7.226336435718e-10       1.032515350453e-13      -4.129793873174e-12       1.541228958607e-15       1.778149109963e-12       3.654356314443e-13      -1.796895070811e-15 
  187       7.253114671976e-10       1.020498656540e-13      -4.005084935810e-12       1.559877489302e-15       1.750074835108e-12       3.611863302294e-13      -1.751516744044e-15 
  188       7.279203924395e-10       1.008987150476e-13      -3.876879571172e-12       1.578648913441e-15       1.722568282380e-12       3.569858665212e-13      -1.705967773106e-15 
  189       7.304593400615e-10       9.980299451594e-14      -3.745212970884e-12       1.597542210753e-15       1.695596848368e-12       3.528238816028e-13      -1.660071833899e-15 
  190       7.329272234746e-10       9.876774466287e-14      -3.610123155844e-12       1.616556313057e-15       1.669125396148e-12       3.486894319356e-13      -1.613644481662e-15 
  191       7.353230219876e-10       9.779792682220e-14      -3.471648785472e-12       1.635690104410e-15       1.643123201294e-12       3.445732634466e-13      -1.566533664073e-15 
  192       7.376460068795e-10       9.689777715837e-14      -3.329822323278e-12       1.654942422800e-15       1.617585454878e-12       3.404748428222e-13      -1.518744887260e-15 
  193       7.398955321499e-10       9.607140647764e-14      -3.184676430128e-12       1.674312057454e-15       1.592513300294e-12       3.363958382841e-13      -1.470325244660e-15 
  194       7.420709628531e-10       9.532300633164e-14      -3.036246176895e-12       1.693797747535e-15       1.567906975483e-12       3.323378830151e-13      -1.421323657413e-15 
  195       7.441716752476e-10       9.465684961433e-14      -2.884569074908e-12       1.713398181557e-15       1.543765795908e-12       3.283025740331e-13      -1.371790895518e-15 
  196       7.461970569467e-10       9.407729115881e-14      -2.729685106407e-12       1.733111996806e-15       1.520088137519e-12       3.242914710652e-13      -1.321779598983e-15 
  197       7.481465070682e-10       9.358876833432e-14      -2.571636754993e-12       1.752937778753e-15       1.496871419727e-12       3.203060954218e-13      -1.271344298978e-15 
  198       7.500194363845e-10       9.319580164304e-14      -2.410469036083e-12       1.772874060471e-15       1.474112088369e-12       3.163479288706e-13      -1.220541438984e-15 
  199       7.518152674724e-10       9.290299531704e-14      -2.246229527362e-12       1.792919322057e-15       1.451805598681e-12       3.124184125111e-13      -1.169429395945e-15 
  200       7.535334348635e-10       9.271503791517e-14      -2.078968399235e-12       1.813071990042e-15       1.429946398268e-12       3.085189456478e-13      -1.118068501423e-15 
  201       7.551733851939e-10       9.263670291994e-14      -1.908738445280e-12       1.833330436815e-15       1.408527910068e-12       3.046508846653e-13      -1.066521062743e-15 
  202       7.567345773541e-10       9.267284933444e-14      -1.735595112700e-12       1.853692980034e-15       1.387542515329e-12       3.008155419017e-13      -1.014851384151e-15 
  203       7.582164826395e-10       9.282842227922e-14      -1.559596532778e-12       1.874157882048e-15       1.366981536573e-12       2.970141845231e-13      -9.631257879630e-16 
  204       7.596185848998e-10       9.310845358918e-14      -1.380803551324e-12       1.894723349310e-15       1.346835220568e-12       2.932480333973e-13      -9.114126357139e-16 
  205       7.609403806895e-10       9.351806241047e-14      -1.199279759135e-12       1.915387531796e-15       1.327092721296e-12       2.895182619681e-13      -8.597823493134e-16 
  206       7.621813794176e-10       9.406245579742e-14      -1.015091522442e-12       1.936148522424e-15       1.307742082927e-12       2.858259951295e-13      -8.083074321946e-16 
  207       7.633411034978e-10       9.474692930938e-14      -8.283080133662e-13       1.957004356466e-15       1.288770222780e-12       2.821723080996e-13      -7.570624904668e-16 
  208       7.644190884982e-10       9.557686760766e-14      -6.390012403677e-13       1.977953010970e-15       1.270162914301e-12       2.785582252949e-13      -7.061242540666e-16 
  209       7.654148832918e-10       9.655774505241e-14      -4.472460787018e-13       1.998992404175e-15       1.251904770028e-12       2.749847192038e-13      -6.555715979090e-16 
  210       7.663280502059e-10       9.769512629950e-14      -2.531203008698e-13       2.020120394926e-15       1.233979224563e-12       2.714527092617e-13      -6.054855630398e-16 
  211       7.671581651727e-10       9.899466689745e-14      -5.670460707201e-14       2.041334782097e-15       1.216368517538e-12       2.679630607240e-13      -5.559493777864e-16 
  212       7.679048178790e-10       1.004621138843e-13       1.419173443398e-13       2.062633304001e-15       1.199053676587e-12       2.645165835411e-13      -5.070484789096e-16 
  213       7.685676500375e-10       1.021029755865e-13       3.426632298759e-13       2.084013710515e-15       1.182018220789e-12       2.611140007084e-13      -4.588550158348e-16 
  214       7.691464727653e-10       1.039215049725e-13       5.454653256225e-13       2.105473986077e-15       1.165259584513e-12       2.577558532777e-13      -4.113801554519e-16 
  215       7.696411574255e-10       1.059216487675e-13       7.502580798549e-13       2.127012140624e-15       1.148778432468e-12       2.544425867526e-13      -3.646185958628e-16 
  216       7.700515984671e-10       1.081073718082e-13       9.569738511237e-13       2.148626137857e-15       1.132575001370e-12       2.511745798370e-13      -3.185637742480e-16 
  217       7.703777136755e-10       1.104826567693e-13       1.165542889184e-12       2.170313894851e-15       1.116649092707e-12       2.479521432280e-13      -2.732078471674e-16 
  218       7.706194444225e-10       1.130515038896e-13       1.375893315925e-12       2.192073281656e-15       1.101000065504e-12       2.447755184103e-13      -2.285416708622e-16 
  219       7.707767559172e-10       1.158179306975e-13       1.587951106299e-12       2.213902120912e-15       1.085626829086e-12       2.416448764499e-13      -1.845547815564e-16 
  220       7.708496374559e-10       1.187859717377e-13       1.801640069252e-12       2.235798187456e-15       1.070527835843e-12       2.385603167875e-13      -1.412353757578e-16 
  221       7.708381026725e-10       1.219596782967e-13       2.016881828652e-12       2.257759207929e-15       1.055701073993e-12       2.355218660321e-13      -9.857029055930e-17 
  222       7.707421897893e-10       1.253431181292e-13       2.233595804217e-12       2.279782860385e-15       1.041144060347e-12       2.325294767556e-13      -5.654498394083e-17 
  223       7.705619618669e-10       1.289403751838e-13       2.451699192450e-12       2.301866773900e-15       1.026853833073e-12       2.295830262854e-13      -1.514351507027e-17 
  224       7.702975070545e-10       1.327555493293e-13       2.671106947560e-12       2.324008528181e-15       1.012826944461e-12       2.266823154989e-13       2.565147539502e-17 
  225       7.699489388409e-10       1.367927560807e-13       2.891731762401e-12       2.346205653173e-15       9.990594536843e-13       2.238270676171e-13       6.585878500683e-17 
  226       7.695163963041e-10       1.410561263250e-13       3.113484049392e-12       2.368455628667e-15       9.855469195673e-13       2.210169269981e-13       1.054986692247e-16 
  227       7.690000443623e-10       1.455498060476e-13       3.336271921453e-12       2.390755883911e-15       9.722843933464e-13       2.182514579310e-13       1.445928611146e-16 
  228       7.684000740237e-10       1.502779560579e-13       3.560001172933e-12       2.413103797218e-15       9.592664114362e-13       2.155301434296e-13       1.831645910474e-16 
  229       7.677167026373e-10       1.552447517158e-13       3.784575260538e-12       2.435496695570e-15       9.464869881925e-13       2.128523840261e-13       2.212386063976e-16 
  230       7.669501741431e-10       1.604543826572e-13       4.009895284261e-12       2.457931854233e-15       9.339396086770e-13       2.102174965648e-13       2.588411912422e-16 
  231       7.661007593224e-10       1.659110525206e-13       4.235859968311e-12       2.480406496362e-15       9.216172214211e-13       2.076247129961e-13       2.960001860587e-16 
  232       7.651687560483e-10       1.716189786728e-13       4.462365642045e-12       2.502917792607e-15       9.095122311902e-13       2.050731791699e-13       3.327450074242e-16 
  233       7.641544895360e-10       1.775823919349e-13       4.689306220894e-12       2.525462860729e-15       8.976164917475e-13       2.025619536292e-13       3.691066677140e-16 
  234       7.630583125931e-10       1.838055363083e-13       4.916573187295e-12       2.548038765199e-15       8.859212986186e-13       2.000900064046e-13       4.051177948000e-16 
  235       7.618806058701e-10       1.902926687012e-13       5.144055571618e-12       2.570642516814e-15       8.744173818552e-13       1.976562178070e-13       4.408126517494e-16 
  236       7.606217781106e-10       1.970480586539e-13       5.371639933099e-12       2.593271072302e-15       8.630948987993e-13       1.952593772222e-13       4.762271565235e-16 
  237       7.592822664018e-10       2.040759880655e-13       5.599210340764e-12       2.615921333932e-15       8.519434268475e-13       1.928981819040e-13       5.113989016760e-16 
  238       7.578625309361e-10       2.113803601147e-13       5.826655003899e-12       2.638590305326e-15       8.409539693136e-13       1.905714502379e-13       5.463587543718e-16 
  239       7.563630384266e-10       2.189635002997e-13       6.053886648595e-12       2.661275570204e-15       8.301251228231e-13       1.882787783609e-13       5.811050510159e-16 
  240       7.547842781723e-10       2.268272822299e-13       6.280823338702e-12       2.683974841883e-15       8.194572695278e-13       1.860199209825e-13       6.156278774491e-16 
  241       7.531267676941e-10       2.349735108052e-13       6.507381932297e-12       2.706685809620e-15       8.089505946389e-13       1.837945797430e-13       6.499173499452e-16 
  242       7.513910529735e-10       2.434039211179e-13       6.733478076651e-12       2.729406138551e-15       7.986050834385e-13       1.816024024600e-13       6.839636171468e-16 
  243       7.495777086914e-10       2.521201773541e-13       6.959026203180e-12       2.752133469626e-15       7.884205182902e-13       1.794429823745e-13       7.177568620022e-16 
  244       7.476873384669e-10       2.611238716952e-13       7.183939522405e-12       2.774865419549e-15       7.783964756502e-13       1.773158573967e-13       7.512873037009e-16 
  245       7.457205750962e-10       2.704165232196e-13       7.408130018911e-12       2.797599580716e-15       7.685323230787e-13       1.752205093528e-13       7.845451996103e-16 
  246       7.436780807911e-10       2.799995768043e-13       7.631508446303e-12       2.820333521151e-15       7.588272162501e-13       1.731563632307e-13       8.175208472117e-16 
  247       7.415605474180e-10       2.898744020262e-13       7.853984322162e-12       2.843064784446e-15       7.492800959648e-13       1.711227864265e-13       8.502045860365e-16 
  248       7.393686967366e-10       3.000422920641e-13       8.075465923005e-12       2.865790889700e-15       7.398896851598e-13       1.691190879905e-13       8.825867996025e-16 
  249       7.371032806388e-10       3.105044626000e-13       8.295860279241e-12       2.888509331453e-15       7.306544859198e-13       1.671445178733e-13       9.146579173499e-16 
